lat,lon,alt,date,D_js,I_js,F_js,D_exe,I_exe,F_exe,D_diff,I_diff,F_diff
60,-180,100,2020,-171.7685191115019,-70.71167391350379,51993.40219828041,NaN,NaN,NaN,NaN,NaN,NaN
60,-180,100,2022.5,-171.99663616023076,-70.72089772872603,51979.71665305176,NaN,NaN,NaN,NaN,NaN,NaN
60,-180,100,2025,-172.2250799682819,-70.72984285237553,51966.1223655109,NaN,NaN,NaN,NaN,NaN,NaN
60,-90,0,2020,178.06168990353734,-79.57862991731592,58094.09809634063,NaN,NaN,NaN,NaN,NaN,NaN
60,-90,0,2022.5,177.83022683910173,-79.44931081284766,57956.47732266792,NaN,NaN,NaN,NaN,NaN,NaN
60,-90,0,2025,177.6032486229413,-79.31921138018932,57819.18467472195,NaN,NaN,NaN,NaN,NaN,NaN
60,-90,10,2020,178.0690528301234,-79.57273150011136,57817.51006727105,NaN,NaN,NaN,NaN,NaN,NaN
60,-90,10,2022.5,177.83762226383135,-79.44351243653517,57680.612950247414,NaN,NaN,NaN,NaN,NaN,NaN
60,-90,10,2025,177.61066908535997,-79.31351378321712,57544.04196549242,NaN,NaN,NaN,NaN,NaN,NaN
60,-90,100,2020,178.13450995546697,-79.5213121966248,55405.86453886123,NaN,NaN,NaN,NaN,NaN,NaN
60,-90,100,2022.5,177.90340877884998,-79.39298468762937,55275.25838888773,NaN,NaN,NaN,NaN,NaN,NaN
60,-90,100,2025,177.67671874900572,-79.26388420845272,55144.96108301265,NaN,NaN,NaN,NaN,NaN,NaN
60,0,0,2020,176.4711423015945,-70.49473224815674,53461.09809791124,NaN,NaN,NaN,NaN,NaN,NaN
60,0,0,2022.5,176.93182445550707,-70.5277320322896,53488.31341172815,NaN,NaN,NaN,NaN,NaN,NaN
60,0,0,2025,177.39350898334908,-70.5595319098872,53515.930936048855,NaN,NaN,NaN,NaN,NaN,NaN
60,0,10,2020,176.45188767272447,-70.49941975855675,53213.1031593822,NaN,NaN,NaN,NaN,NaN,NaN
60,0,10,2022.5,176.9123054215147,-70.5323251617307,53239.988865771804,NaN,NaN,NaN,NaN,NaN,NaN
60,0,10,2025,177.3737246180841,-70.56403257221122,53267.27420353597,NaN,NaN,NaN,NaN,NaN,NaN
60,0,100,2020,176.28078004373666,-70.54148422645997,51048.21037081648,NaN,NaN,NaN,NaN,NaN,NaN
60,0,100,2022.5,176.73884235095207,-70.57355848438743,51072.28031432846,NaN,NaN,NaN,NaN,NaN,NaN
60,0,100,2025,177.19789795921272,-70.60445166662984,51096.727573945696,NaN,NaN,NaN,NaN,NaN,NaN
60,90,0,2020,178.72869173524438,-73.64621179772963,57187.886462525494,NaN,NaN,NaN,NaN,NaN,NaN
60,90,0,2022.5,178.67753904677204,-73.73330302076444,57277.80043268861,NaN,NaN,NaN,NaN,NaN,NaN
60,90,0,2025,178.62601365656275,-73.82010868758879,57367.84991685296,NaN,NaN,NaN,NaN,NaN,NaN
60,90,10,2020,178.7216102289414,-73.6341244540862,56908.11892475204,NaN,NaN,NaN,NaN,NaN,NaN
60,90,10,2022.5,178.67057085077542,-73.72121563364203,56997.46710469959,NaN,NaN,NaN,NaN,NaN,NaN
60,90,10,2025,178.61915978783142,-73.80802168669229,57086.95012519194,NaN,NaN,NaN,NaN,NaN,NaN
60,90,100,2020,178.66038072969891,-73.52751710636355,54470.458945294326,NaN,NaN,NaN,NaN,NaN,NaN
60,90,100,2022.5,178.6103377357043,-73.61460424179081,54554.905386669765,NaN,NaN,NaN,NaN,NaN,NaN
60,90,100,2025,178.5599319430072,-73.7014100850019,54639.48079353168,NaN,NaN,NaN,NaN,NaN,NaN
60,180,0,2020,-171.8782828560961,-70.68441949862392,54461.56072636614,NaN,NaN,NaN,NaN,NaN,NaN
60,180,0,2022.5,-172.10782479818158,-70.69346939185385,54447.81549112534,NaN,NaN,NaN,NaN,NaN,NaN
60,180,0,2025,-172.33768620105897,-70.70223642263271,54434.16723231719,NaN,NaN,NaN,NaN,NaN,NaN
60,180,10,2020,-171.86719064985004,-70.68721169063608,54207.874124150345,NaN,NaN,NaN,NaN,NaN,NaN
60,180,10,2022.5,-172.09658591994878,-70.69627800720967,54194.13251479783,NaN,NaN,NaN,NaN,NaN,NaN
60,180,10,2025,-172.3263013724213,-70.70506189079639,54180.48728707483,NaN,NaN,NaN,NaN,NaN,NaN
60,180,100,2020,-171.7685191115019,-70.71167391350379,51993.40219828041,NaN,NaN,NaN,NaN,NaN,NaN
60,180,100,2022.5,-171.9966361602308,-70.72089772872603,51979.71665305176,NaN,NaN,NaN,NaN,NaN,NaN
60,180,100,2025,-172.2250799682819,-70.72984285237553,51966.1223655109,NaN,NaN,NaN,NaN,NaN,NaN
80,-180,0,2020,-162.37880111641732,-83.89064402494903,60555.61221888716,NaN,NaN,NaN,NaN,NaN,NaN
80,-180,0,2022.5,-163.29289975385402,-83.91560037823818,60553.43896296587,NaN,NaN,NaN,NaN,NaN,NaN
80,-180,0,2025,-164.21432900588084,-83.93900885112201,60551.451067906455,NaN,NaN,NaN,NaN,NaN,NaN
80,-180,10,2020,-162.34500473100795,-83.8892999397563,60273.27453332749,NaN,NaN,NaN,NaN,NaN,NaN
80,-180,10,2022.5,-163.2578547311015,-83.91433390682829,60271.02142201307,NaN,NaN,NaN,NaN,NaN,NaN
80,-180,10,2025,-164.1780505355957,-83.93782394323496,60268.952480000415,NaN,NaN,NaN,NaN,NaN,NaN
80,-180,100,2020,-162.0456706018827,-83.87732880645638,57808.6518523311,NaN,NaN,NaN,NaN,NaN,NaN
80,-180,100,2022.5,-162.9474855705309,-83.90304542208261,57805.72946209819,NaN,NaN,NaN,NaN,NaN,NaN
80,-180,100,2025,-163.8567760561072,-83.92725284464929,57802.980957904394,NaN,NaN,NaN,NaN,NaN,NaN
80,-90,0,2020,170.62500438978816,-87.81396371072907,60863.1972943075,NaN,NaN,NaN,NaN,NaN,NaN
80,-90,0,2022.5,170.96707284218544,-87.69335149611165,60822.268578202355,NaN,NaN,NaN,NaN,NaN,NaN
80,-90,0,2025,171.2755466980225,-87.5725032761614,60781.61308262235,NaN,NaN,NaN,NaN,NaN,NaN
80,-90,10,2020,170.67097647772374,-87.8139882240991,60580.280927534746,NaN,NaN,NaN,NaN,NaN,NaN
80,-90,10,2022.5,171.00887258266727,-87.69347939453897,60539.481316341094,NaN,NaN,NaN,NaN,NaN,NaN
80,-90,10,2025,171.31361029862674,-87.5727362480326,60498.95311493522,NaN,NaN,NaN,NaN,NaN,NaN
80,-90,100,2020,171.07540635158438,-87.8146509896035,58110.433840271966,NaN,NaN,NaN,NaN,NaN,NaN
80,-90,100,2022.5,171.37689412209124,-87.69506459136318,58070.77981556449,NaN,NaN,NaN,NaN,NaN,NaN
80,-90,100,2025,171.64900135841407,-87.57525771057995,58031.38157916947,NaN,NaN,NaN,NaN,NaN,NaN
80,0,0,2020,166.27054906226329,-83.60148528980481,60058.228342425056,NaN,NaN,NaN,NaN,NaN,NaN
80,0,0,2022.5,167.31518299586133,-83.6370373512578,60072.71171489445,NaN,NaN,NaN,NaN,NaN,NaN
80,0,0,2025,168.37063970710633,-83.67045279609995,60087.46471563826,NaN,NaN,NaN,NaN,NaN,NaN
80,0,10,2020,166.22952152517104,-83.6032108432118,59779.8520364534,NaN,NaN,NaN,NaN,NaN,NaN
80,0,10,2022.5,167.273514969387,-83.63875634985581,59794.11213935525,NaN,NaN,NaN,NaN,NaN,NaN
80,0,10,2025,168.32833155963854,-83.67216857003795,59808.640180479604,NaN,NaN,NaN,NaN,NaN,NaN
80,0,100,2020,165.86390345091314,-83.6183772380847,57349.11546204654,NaN,NaN,NaN,NaN,NaN,NaN
80,0,100,2022.5,166.90217626859936,-83.65386648169081,57361.4748989828,NaN,NaN,NaN,NaN,NaN,NaN
80,0,100,2025,167.95127483085386,-83.68725195113221,57374.08765017529,NaN,NaN,NaN,NaN,NaN,NaN
80,90,0,2020,-179.55289598891724,-84.26113753466282,60761.613790763724,NaN,NaN,NaN,NaN,NaN,NaN
80,90,0,2022.5,-179.68187357704466,-84.35844851573273,60806.069542711586,NaN,NaN,NaN,NaN,NaN,NaN
80,90,0,2025,-179.8151642816232,-84.45558769474552,60850.70346081452,NaN,NaN,NaN,NaN,NaN,NaN
80,90,10,2020,-179.5702103620126,-84.25340702691378,60476.08378799494,NaN,NaN,NaN,NaN,NaN,NaN
80,90,10,2022.5,-179.69871192485977,-84.35067228149387,60520.179282469355,NaN,NaN,NaN,NaN,NaN,NaN
80,90,10,2025,-179.83150290114114,-84.44776646481169,60564.451928462906,NaN,NaN,NaN,NaN,NaN,NaN
80,90,100,2020,-179.72037581778343,-84.18521377974122,57984.200099792746,NaN,NaN,NaN,NaN,NaN,NaN
80,90,100,2022.5,-179.84466847113003,-84.28207065424544,58025.19629813916,NaN,NaN,NaN,NaN,NaN,NaN
80,90,100,2025,-179.9730443871982,-84.37876289288897,58066.360832663246,NaN,NaN,NaN,NaN,NaN,NaN
80,180,0,2020,-162.37880111641732,-83.89064402494903,60555.61221888716,NaN,NaN,NaN,NaN,NaN,NaN
80,180,0,2022.5,-163.29289975385402,-83.9156003782382,60553.43896296587,NaN,NaN,NaN,NaN,NaN,NaN
80,180,0,2025,-164.21432900588084,-83.93900885112201,60551.451067906455,NaN,NaN,NaN,NaN,NaN,NaN
80,180,10,2020,-162.34500473100795,-83.8892999397563,60273.274533327494,NaN,NaN,NaN,NaN,NaN,NaN
80,180,10,2022.5,-163.2578547311015,-83.91433390682829,60271.02142201307,NaN,NaN,NaN,NaN,NaN,NaN
80,180,10,2025,-164.1780505355957,-83.93782394323496,60268.952480000415,NaN,NaN,NaN,NaN,NaN,NaN
80,180,100,2020,-162.0456706018827,-83.87732880645638,57808.6518523311,NaN,NaN,NaN,NaN,NaN,NaN
80,180,100,2022.5,-162.9474855705309,-83.90304542208261,57805.72946209819,NaN,NaN,NaN,NaN,NaN,NaN
80,180,100,2025,-163.8567760561072,-83.92725284464929,57802.980957904394,NaN,NaN,NaN,NaN,NaN,NaN
